future_alpha_beta,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
"5.0,2.5",simple_markov,jsd,135,1350,0.8881481481481481,0.0,0.6144340214589658,0.4998924971621797,0.585074198573333,0.38363456790123457,1.0371971006960744e-188,True,medium
"5.0,2.5",bayesian_network,kl,135,1350,0.6029629629629629,0.0,0.6815076695323096,0.13486256712204198,2.6906459126872355,0.06868696844993141,1.1507060276793308e-24,True,negligible
"5.0,2.5",full_information,kl,135,1350,0.4874074074074074,0.0,-0.06888144469228143,-0.006993255994842018,0.6384180822173445,-0.025388203017832647,0.8822417065709709,False,negligible
"5.0,2.5",popularity,kl,135,1350,0.817037037037037,0.0,1.3368272029852013,0.46005800664653,4.3464219401152775,0.12875061728395062,4.2733407963308334e-151,True,negligible
"5.0,2.5",random,kl,135,1350,0.9940740740740741,0.0,2.9372906231425238,2.1941666109003073,2.4867871699904662,0.3943045267489712,1.819578534998935e-222,True,medium
"5.0,2.5",simple_markov,kl,135,1350,1.0,0.0,29.323289739319698,27.90183339714234,20.68291160896372,0.903359122085048,1.4279826080709742e-222,True,large
"5.0,2.5",bayesian_network,mse,135,1350,0.9096296296296297,0.0,0.028255628408420146,0.0196096001414087,0.02954530420993959,0.29513525377229083,2.1228744412803116e-198,True,small
"5.0,2.5",full_information,mse,135,1350,0.28444444444444444,0.0,-0.005319535954363851,-0.0016514314338564994,0.010163721603312277,-0.07044718792866941,1.0,False,negligible
"5.0,2.5",popularity,mse,135,1350,0.6385185185185185,0.0,0.0015785563906874607,0.0010157271554568012,0.007906329227947519,0.023579698216735254,6.260125130221517e-23,True,negligible
"5.0,2.5",random,mse,135,1350,0.9296296296296296,0.0,0.0181708316748673,0.013011404927699997,0.017814852268622186,0.2511703703703704,3.1169196529486598e-201,True,small
"5.0,2.5",simple_markov,mse,135,1350,0.957037037037037,0.0,0.02285815426559116,0.018669497662864853,0.018795527615178945,0.2793744855967078,3.3545944113088114e-217,True,small
"5.0,2.5",bayesian_network,spa,135,1350,0.8281481481481482,0.0,0.025964487804010502,0.018499162921386092,0.032709331994221796,0.1842732510288066,9.127144003980872e-148,True,small
"5.0,2.5",full_information,spa,135,1350,0.3237037037037037,0.0,-0.011027606210772728,-0.004315318423633807,0.022939196702435275,-0.08828203017832648,1.0,False,negligible
"5.0,2.5",popularity,spa,135,1350,0.7288888888888889,0.0,0.007275702252819591,0.0066905087612604275,0.01817020992038337,0.05175308641975308,2.872309132541285e-64,True,negligible
"5.0,2.5",random,spa,135,1350,0.9896296296296296,0.0,0.05861684408365915,0.04914257492575974,0.041690721283417276,0.39369876543209875,2.81919912662173e-222,True,medium
"5.0,2.5",simple_markov,spa,135,1350,0.7481481481481481,0.0,0.025739116022652504,0.019222155506327665,0.03278856942201975,0.17734540466392318,1.9561390467855227e-124,True,small
